Filename,Class,Probability
dashboard_down_right_camera_1_cyclus_10_frame_147.jpg,mirror_interior,2.2893798359291395e-06
dashboard_down_right_camera_1_cyclus_10_frame_147.jpg,mirror_left,4.675282827548699e-09
dashboard_down_right_camera_1_cyclus_10_frame_147.jpg,mirror_right,2.439351737848483e-05
dashboard_down_right_camera_1_cyclus_10_frame_147.jpg,right,6.118963824519597e-07
dashboard_down_right_camera_1_cyclus_10_frame_147.jpg,shoulder_left,5.584260875934888e-08
dashboard_down_right_camera_1_cyclus_10_frame_147.jpg,shoulder_right,3.6965457184123807e-07
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,dashboard_down_right,0.9999428987503052
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,dashboard_straight_down,3.976166408392601e-05
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,forward,3.4713895047389087e-07
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,forward_left,9.432503134121362e-08
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,forward_right,1.3038347788096871e-05
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,left,1.0025365071442138e-07
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,mirror_interior,1.476381271459104e-06
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,mirror_left,2.276226851449792e-08
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,mirror_right,2.0475076780712698e-06
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,right,3.053041552902869e-08
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,shoulder_left,2.1477092104760231e-07
dashboard_down_right_camera_1_cyclus_10_frame_18.jpg,shoulder_right,5.397252422767451e-08
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,dashboard_down_right,0.999737560749054
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,dashboard_straight_down,2.5041892513399944e-05
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,forward,2.865736860258039e-06
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,forward_left,1.953849050551071e-06
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,forward_right,0.00010613111953716725
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,left,7.568385029799174e-08
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,mirror_interior,2.2933078014375496e-07
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,mirror_left,5.1165145009690605e-08
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,mirror_right,0.00010983193351421505
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,right,1.3958410818304401e-05
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,shoulder_left,1.445812500833199e-07
dashboard_down_right_camera_1_cyclus_1_frame_126.jpg,shoulder_right,2.0588204279192723e-06
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,dashboard_down_right,0.9995837807655334
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,dashboard_straight_down,3.438412750256248e-05
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,forward,4.469321083888644e-06
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,forward_left,2.5997567263402743e-06
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,forward_right,0.00017491918697487563
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,left,1.292084448323294e-07
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,mirror_interior,6.206833518263011e-07
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,mirror_left,7.986299266349306e-08
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,mirror_right,0.00017500811372883618
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,right,2.0189110728097148e-05
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,shoulder_left,2.396453169239976e-07
dashboard_down_right_camera_1_cyclus_1_frame_135.jpg,shoulder_right,3.4845900245272787e-06
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,dashboard_down_right,0.999657154083252
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,dashboard_straight_down,2.240157118649222e-05
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,forward,3.002343419211684e-06
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,forward_left,1.983099764402141e-06
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,forward_right,0.00012651596625801176
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,left,7.863525297580054e-08
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,mirror_interior,3.7840251820853155e-07
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,mirror_left,5.14808249363341e-08
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,mirror_right,0.00016632986080367118
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,right,1.9183935364708304e-05
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,shoulder_left,1.535597391466581e-07
dashboard_down_right_camera_1_cyclus_1_frame_138.jpg,shoulder_right,2.7621294975688215e-06
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,dashboard_down_right,0.9999220371246338
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,dashboard_straight_down,1.801259713829495e-05
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,forward,1.8150105915992754e-06
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,forward_left,1.2297138027861365e-06
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,forward_right,2.5838986402959563e-05
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,left,1.3486250338701211e-08
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,mirror_interior,6.239143601760588e-08
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,mirror_left,1.976519214963446e-08
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,mirror_right,2.760821553238202e-05
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,right,2.9146003726054914e-06
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,shoulder_left,2.423215939018064e-08
dashboard_down_right_camera_1_cyclus_1_frame_27.jpg,shoulder_right,2.811155468407378e-07
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,dashboard_down_right,0.9997921586036682
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,dashboard_straight_down,2.5730809284141287e-05
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,forward,2.5608444502722705e-06
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,forward_left,1.7244241234948277e-06
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,forward_right,8.098663238342851e-05
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,left,4.413359278032658e-08
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,mirror_interior,1.2745850597184472e-07
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,mirror_left,4.2580214909548886e-08
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,mirror_right,8.543025614926592e-05
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,right,9.987032171920873e-06
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,shoulder_left,7.159982118309927e-08
dashboard_down_right_camera_1_cyclus_1_frame_93.jpg,shoulder_right,1.1793670182669302e-06
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,dashboard_down_right,0.9995843768119812
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,dashboard_straight_down,0.0003788362955674529
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,forward,2.616815982037224e-05
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,forward_left,3.2470245514559792e-06
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,forward_right,4.475158220884623e-06
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,left,4.1434457642708367e-08
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,mirror_interior,1.34087443370845e-07
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,mirror_left,1.0902390989997457e-08
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,mirror_right,2.4417183794867015e-06
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,right,1.1079366402100277e-07
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,shoulder_left,2.911978640440793e-07
dashboard_down_right_camera_1_cyclus_2_frame_0.jpg,shoulder_right,7.60266605226434e-09
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,dashboard_down_right,0.9998823404312134
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,dashboard_straight_down,9.972024417947978e-05
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,forward,1.0301613656338304e-05
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,forward_left,2.32061347560375e-06
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,forward_right,3.154373189317994e-06
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,left,9.539176559769658e-09
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,mirror_interior,5.752629306243762e-08
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,mirror_left,5.831860327987215e-09
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,mirror_right,2.0003508325316943e-06
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,right,8.397113759883723e-08
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,shoulder_left,9.077955809289051e-08
dashboard_down_right_camera_1_cyclus_2_frame_21.jpg,shoulder_right,5.738390651544023e-09
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,dashboard_down_right,0.99986732006073
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,dashboard_straight_down,0.0001108452706830576
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,forward,1.2019254427286796e-05
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,forward_left,2.771680101432139e-06
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,forward_right,3.888213541358709e-06
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,left,1.143610273146578e-08
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,mirror_interior,6.702148880322056e-08
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,mirror_left,7.824430880987165e-09
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,mirror_right,2.794524561977596e-06
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,right,1.1694408641460541e-07
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,shoulder_left,1.1645017394812385e-07
dashboard_down_right_camera_1_cyclus_2_frame_27.jpg,shoulder_right,8.512671456628595e-09
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,dashboard_down_right,0.999800980091095
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,dashboard_straight_down,0.00017588684568181634
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,forward,1.414498001395259e-05
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,forward_left,2.441225205984665e-06
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,forward_right,3.84177292289678e-06
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,left,1.95128944113776e-08
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,mirror_interior,7.118894274071863e-08
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,mirror_left,7.68372832027353e-09
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,mirror_right,2.266116553073516e-06
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,right,1.0035975606115244e-07
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,shoulder_left,1.6530611901544034e-07
dashboard_down_right_camera_1_cyclus_2_frame_3.jpg,shoulder_right,7.480652541858035e-09
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,dashboard_down_right,0.9997052550315857
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,dashboard_straight_down,0.0002678980235941708
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,forward,1.7433694665669464e-05
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,forward_left,2.8267538709769724e-06
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,forward_right,3.4328554647800047e-06
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,left,2.2215964179395087e-08
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,mirror_interior,8.085645930577812e-08
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,mirror_left,7.671790314134341e-09
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,mirror_right,2.598392029540264e-06
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,right,1.2239446789408248e-07
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,shoulder_left,1.8110547728156234e-07
dashboard_down_right_camera_1_cyclus_2_frame_60.jpg,shoulder_right,7.1197430173697285e-09
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,dashboard_down_right,0.999863862991333
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,dashboard_straight_down,0.00012270100705791265
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,forward,7.658668437215965e-06
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,forward_left,2.0473280528676696e-06
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,forward_right,1.8859216197597561e-06
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,left,6.239670113927787e-09
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,mirror_interior,2.5821458748964687e-08
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,mirror_left,4.086958771409854e-09
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,mirror_right,1.7237141491932562e-06
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,right,7.863771145366627e-08
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,shoulder_left,5.4916927894055334e-08
dashboard_down_right_camera_1_cyclus_2_frame_72.jpg,shoulder_right,4.8346371350760364e-09
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,dashboard_down_right,0.9978992938995361
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,dashboard_straight_down,9.054705151356757e-05
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,forward,2.9026676202192903e-05
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,forward_left,5.2698474064527545e-06
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,forward_right,0.0012369040632620454
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,left,3.3772913354823686e-08
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,mirror_interior,2.5684873889986193e-06
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,mirror_left,1.0138732875475398e-07
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,mirror_right,0.000712294306140393
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,right,2.2452592020272277e-05
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,shoulder_left,6.552279074867329e-08
dashboard_down_right_camera_1_cyclus_3_frame_48.jpg,shoulder_right,1.3072976798866875e-06
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,dashboard_down_right,0.9963730573654175
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,dashboard_straight_down,9.101047908188775e-05
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,forward,3.9378515793941915e-05
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,forward_left,8.06580010248581e-06
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,forward_right,0.00201957649551332
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,left,8.995441191927966e-08
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,mirror_interior,1.257679468835704e-05
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,mirror_left,1.3216050831488246e-07
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,mirror_right,0.0013716522371396422
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,right,7.732412632321939e-05
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,shoulder_left,2.433865802231594e-07
dashboard_down_right_camera_1_cyclus_3_frame_96.jpg,shoulder_right,6.848248176538618e-06
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,dashboard_down_right,0.9737828969955444
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,dashboard_straight_down,0.009990915656089783
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,forward,0.012960433028638363
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,forward_left,0.00017133649089373648
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,forward_right,0.002555272774770856
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,left,9.364821949020552e-07
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,mirror_interior,0.00034881100873462856
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,mirror_left,5.618110662908293e-06
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,mirror_right,0.00017804032540880144
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,right,3.3279379749728832e-06
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,shoulder_left,1.4492130731014186e-06
dashboard_down_right_camera_1_cyclus_4_frame_108.jpg,shoulder_right,8.903394927983754e-07
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,dashboard_down_right,0.9623715877532959
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,dashboard_straight_down,0.013140423223376274
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,forward,0.02022973634302616
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,forward_left,0.0002084570878650993
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,forward_right,0.0032584252767264843
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,left,1.2488943639255012e-06
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,mirror_interior,0.0005667817895300686
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,mirror_left,7.764437214063946e-06
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,mirror_right,0.00020840539946220815
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,right,4.0416043702862225e-06
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,shoulder_left,1.980343995455769e-06
dashboard_down_right_camera_1_cyclus_4_frame_114.jpg,shoulder_right,1.1077703447881504e-06
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,dashboard_down_right,0.9385363459587097
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,dashboard_straight_down,0.015982573851943016
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,forward,0.03710028901696205
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,forward_left,0.000366517691873014
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,forward_right,0.006249722559005022
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,left,2.0467359718168154e-06
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,mirror_interior,0.0014047828735783696
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,mirror_left,1.9288068870082498e-05
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,mirror_right,0.0003264737024437636
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,right,6.665663931926247e-06
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,shoulder_left,3.407846861591679e-06
dashboard_down_right_camera_1_cyclus_4_frame_48.jpg,shoulder_right,1.91957565220946e-06
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,dashboard_down_right,0.9323582649230957
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,dashboard_straight_down,0.017293071374297142
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,forward,0.04053109139204025
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,forward_left,0.00031531511922366917
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,forward_right,0.007218880578875542
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,left,2.647430164870457e-06
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,mirror_interior,0.0019229419995099306
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,mirror_left,2.3839736968511716e-05
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,mirror_right,0.00032059720251709223
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,right,6.568719527422218e-06
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,shoulder_left,4.675749096350046e-06
dashboard_down_right_camera_1_cyclus_4_frame_63.jpg,shoulder_right,2.2625413294008467e-06
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,dashboard_down_right,0.9992183446884155
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,dashboard_straight_down,0.0006886729970574379
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,forward,6.594415754079819e-05
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,forward_left,3.7712975426984485e-06
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,forward_right,1.7139433111879043e-05
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,left,4.5626784128671716e-08
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,mirror_interior,2.378973249506089e-07
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,mirror_left,2.2169764690715965e-08
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,mirror_right,5.3919693527859636e-06
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,right,1.3933436093793716e-07
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,shoulder_left,3.4382637181806786e-07
dashboard_down_right_camera_1_cyclus_5_frame_105.jpg,shoulder_right,9.956832691671025e-09
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,dashboard_down_right,0.9984682202339172
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,dashboard_straight_down,0.0013463761424645782
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,forward,0.00012812834756914526
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,forward_left,5.001065346732503e-06
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,forward_right,4.096067641512491e-05
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,left,6.765156257415583e-08
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,mirror_interior,5.511608947017521e-07
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,mirror_left,4.981486867450258e-08
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,mirror_right,1.0076806574943475e-05
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,right,2.022669178813885e-07
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,shoulder_left,3.307316944756167e-07
dashboard_down_right_camera_1_cyclus_5_frame_114.jpg,shoulder_right,1.5614904924632356e-08
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,dashboard_down_right,0.9979256391525269
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,dashboard_straight_down,0.001854195143096149
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,forward,0.00014943651331122965
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,forward_left,5.479485025716713e-06
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,forward_right,5.1038699893979356e-05
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,left,2.1507314329483052e-07
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,mirror_interior,1.0698450978452456e-06
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,mirror_left,6.655751860762393e-08
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,mirror_right,1.0936130820482504e-05
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,right,2.435016313029337e-07
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,shoulder_left,1.677668365118734e-06
dashboard_down_right_camera_1_cyclus_5_frame_54.jpg,shoulder_right,2.208187055430244e-08
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,dashboard_down_right,0.9984136819839478
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,dashboard_straight_down,0.0014099405379965901
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,forward,0.0001207686509587802
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,forward_left,5.368890469981125e-06
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,forward_right,3.892788663506508e-05
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,left,1.4434958472975268e-07
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,mirror_interior,7.719277732576302e-07
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,mirror_left,5.727331853222495e-08
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,mirror_right,9.142558155872393e-06
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,right,2.1310243880634516e-07
dashboard_down_right_camera_1_cyclus_5_frame_72.jpg,shoulder_left,1.0732252349043847e-06
